backgroundrank,bokehfactor,cameramodel,cameramodelndex,coherency,colorcontrastf,colorsimilarity,dominantcol1percent,dominantcol1value,dominantcol1l,dominantcol1a,dominantcol1b,dominantcol2percent,dominantcol2value,dominantcol2l,dominantcol2a,dominantcol2b,dominantcol3percent,dominantco3value,dominantcol3l,dominantcol3a,dominantcol3b,dominantcol4percent,dominantcol4value,dominantcol4l,dominantcol4a,dominantcol4b,dominantcol5percent,dominantcol5value,dominantcol5l,dominantcol5a,dominantcol5b,dominantcol6percent,dominantcol6value,dominantcol6l,dominantcol6a,dominantcol6b,dominantcol7percent,dominantcol7value,dominantcol7l,dominantcol7a,dominantcol7b,dominantcol8percent,dominantcol8value,dominantcol8l,dominantcol8a,dominantcol8b,strongcol1percent,strongcol1value,strongcol1l,strongcol1a,strongcol1b,strongcol2percent,strongcol2value,strongcol2l,strongcol2a,strongcol2b,contrastf,datetaken,directionsimilarity,dynrange,dynrangefactor,exposuref,facesrank,finalrank,focusf,fullframcolorsim,gridcolorsimilarity,height,horizonleft,intballancef,lifeid,objectsh,objectsw,objectsx,objectsy,objectsfactor,origheight,origwidth,partnerphotoid,photoindex,position,saturationf,sky,splitlevel,status,subclusterindex,texturescalesimilarity,url,userid,version,width,datenew,phash,closedeyesf,confidence,enginecode,faceexposuref,facefocusf,gender,genderconf,ffaceheight,kissf,leyeclosed,leyex,leyey,mouthp1x,mouthp1y,mouthp2x,mouthp2y,mouthp3x,mouthp3y,necscore,nosep1x,nosep1y,pitch,profilef,reyeclosed,reyex,reyey,facerank,recindex,recindexnew,roll,significance,smile,facewidth,facex,facey,yaw,faceid,isbaby,datesent,rnum,uploaddate
5.47,0,Canon_EOS_650D_0,1,0.73,\N,23,38,57463A,31.14,5.22,9.97,19,857164,49.15,5.66,10.12,11,2B211A,13.69,3.48,6.55,7,C69F7D,68.23,9.72,23.22,7,AC8D78,60.94,8.54,15.61,4,EDC9AA,83.27,8.2,20.22,3,DBC1AD,79.74,6.07,13.44,3,7D5841,40.77,12.27,19.38,0,0,0,0,0,0,0,0,0,0,0.37,1420190974,48.26,-0.99,1,2,0,1.3,0.74,63.69,68.91,720,\N,0.99,70138577976,35.14;28.99,28.42;32.81,9.08;46.0,37.34;21.08,1.5,3456,5184,72863331358,72863331358,1,0.37,0,0,Success,1.42019E+12,62.33,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331358/medium/1491811791/enhance,21011995998,15,1080,1420190974,48D9FA8F7C203687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25:03.7,1,4/10/2017
4.79,0,Canon_EOS_650D_0,1,0.69,\N,50,36,666C67,44.98,-3.34,2,17,3.73E+41,25.42,-4.09,2.08,16,9AA8A9,67.83,-4.69,-2.21,12,C2D9D6,84.97,-8.22,-1.14,11,192219,12.1,-6.37,4.77,4,2E484A,28.67,-9.27,-4.36,3,ACCEEA,81.21,-5.06,-17.53,1,EFF3F3,95.55,-1.32,-0.47,0,0,0,0,0,0,0,0,0,0,0.5,1452188328,50,-0.99,1,1.52,0,1.32,1,50,50,720,6,0.56,70138577976,14.93,7.32,83.2,17.13,0,3456,5184,72863324831,72863324831,1,0.21,1,1,Success,1.45219E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863324831/medium/1491810354/enhance,21011995998,15,1080,1452188328,F52595C8359EE107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:11.4,1,4/10/2017
3.62,0,Canon_PowerShot_SX210_IS_0,1,0.8,\N,14,42,434745,29.74,-2.09,0.63,18,101210,5.24,-1.14,0.82,16,919593,61.33,-1.84,0.54,14,BFC1BF,77.86,-1.06,0.75,10,EBEDEC,93.57,-0.84,0.24,0,8EA1AF,65.23,-3.6,-9.5,0,434B5B,31.76,0.87,-10.49,0,5400,30.26,-38.43,37.09,0,0,0,0,0,0,0,0,0,0,0.49,1368001395,91.31,-0.98,1,0.73,0,0.95,1,86.83,86.92,1278,\N,0.36,70138577976,41.89;34.86;2.93;5.27,24.44;15.6;6.24;13.52,51.99;29.64;40.03;60.83,21.09;20.51;60.06;9.38,1.5,4320,2432,72863323910,72863323910,1,0.04,0,1,Success,1.368E+12,90.19,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863323910/medium/1491809999/enhance,21011995998,15,720,1368001395,4B243670E2F9CF1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55:12.5,1,4/10/2017
5.45,0,Canon_EOS_650D_0,1,0.74,\N,18,30,403B31,25.07,0.18,6.99,20,9.58E+91,59.47,1.67,3.58,14,7.05E+53,41.29,5.09,10.16,14,C5C5C0,79.39,-0.9,2.49,7,101310,5.54,-1.76,1.25,6,DEF7FA,95.56,-7.52,-4.21,2,5C6644,41.53,-10.28,17.99,1,426079,39.42,-3.77,-17.52,0,1A678A,40.82,-9.97,-25.78,0,8.01E+23,28.45,41.58,23.72,0.53,1437764221,79.44,-0.99,1,1.88,0,1.42,1,87.3,79.18,720,\N,0.8,70138577976,21.52;6.59;12.74;4.39,8.5;4.69;9.96;6.15,19.92;18.16;43.36;33.4,69.4;46.56;22.84;36.02,0.24,3456,5184,72863325002,72863325002,2,0.24,0,1,Success,1.43776E+12,93.38,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863325002/medium/1491810425/enhance,21011995998,15,1080,1437764221,A8BD0B13E5E49E4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:19.1,1,4/10/2017
-1.51,1,Canon_EOS_650D_0,1,0.84,\N,18,47,F3F8F6,97.16,-2,0.37,9,44423F,28.07,0.2,2.12,7,DABA9C,77.53,7.01,19.46,7,929476,60.43,-6.04,15.66,6,B78C83,62.05,15.01,11.11,6,BDC8C8,79.78,-3.75,-1.31,4,967F77,55.07,7.48,7.62,4,5C4140,30.46,11.58,5.25,0,4767B7,44.88,13.62,-45.91,0,0,0,0,0,0.2,1438045345,85.92,-0.36,-1,-0.7,5.83,3.81,-1.23,94.44,90.85,720,31,0.88,70138577976,18.89;11.42,17.58;2.05,58.89;82.62,28.99;64.57,0.55,3456,5184,72863329020,72863329020,2,0.18,1,0,Success,1.43805E+12,78.76,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329020/medium/1491811060/enhance,21011995998,15,1080,1438045345,5B86CA71862639C6,-2,100,1101,3.86,0,,60,23.65,0,0,69.23,46.65,67.62,59.78,65.29,59.78,62.95,59.78,94.2,64.89,54.1,0,0,100,61.84,48.41,5.36,0,0,-9.23,1,0,15.77,57.79,41.03,0,faf74ed6-b4f6-4f56-8778-367c2149b8cf,FALSE,14:35.8,1,4/10/2017
2.38,0,Canon_EOS_650D_0,1,0.9,\N,29,42,E1E2DF,89.73,-0.87,1.33,28,832921,30.69,38.11,26.46,8,241F1A,12.15,1.33,4.29,3,ADABAE,70.22,1.28,-1.29,3,B43916,42.29,48.27,46.6,2,4B423D,28.72,2.87,4.44,2,AA554C,46.4,33.94,21.35,2,AE342B,40.62,48.91,33.89,3,B43916,42.29,48.27,46.6,0,8C2C11,32.74,39.47,37.87,0.35,1437868127,3.17,-0.98,1,2,0,1.49,-1.72,39.79,58.47,720,\N,0,70138577976,27.23;19.77;6.15;12.74,27.25;7.03;21.09;7.91,39.55;33.11;70.02;36.62,8.78;33.82;26.35;67.64,1.5,3456,5184,72863328333,72863328333,1,0.75,0,0,Success,1.43787E+12,75.6,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863328333/medium/1491810876/enhance,21011995998,15,1080,1437868127,7C7F819E2720C00F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:15.2,1,4/10/2017
4.82,0,Canon_PowerShot_SX210_IS_0,1,0.8,0.16,6,27,6B7048,45.88,-8.94,21.64,15,2D2A21,17.1,-0.52,6.39,13,B49D70,65.74,1.93,26.67,9,CADBE7,86.5,-3.3,-7.82,7,5C4433,30.99,7.81,14.3,6,B9DBFA,85.95,-4.41,-18.8,5,D1BA94,76.56,2.47,22.29,5,8F7657,51.25,5.16,20.73,0,B84632,45.36,44.97,35.7,0,D8563C,53.58,49.59,40.89,0.35,1394587465,99.79,-0.96,1,1.73,3.94,0.65,1,99.68,97.73,720,9,0.2,70138577976,71.75;24.96;49.91;45.75,38.38;11.13;36.91;32.23,21.68;35.45;63.28;0.0,28.6;13.0;50.43;18.2,1.5,2432,4320,72863329852,72863329852,5,0.38,1,0,Success,1.39459E+12,98.46,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329852/medium/1491811320/enhance,21011995998,15,1278,1394587465,FA1A89C15B97D264,0.0;0.0,100;61,1111;1000,0.93;-0.61,0.0;0.0,;false,56.47;0.0,5.17;5.0,0;0,0;0,53.82;47.18,55.53;54.03,53.5;46.87,57.29;56.25,52.96;46.24,57.29;55.97,52.42;45.62,57.29;55.69,67.1;61.2,53.05;0.0,56.8;0.0,0;0,0.0;0.0,0;0,52.35;45.93,55.0;53.47,6.43;1.39,0;0,1000002;1000003,11.89;14.04,1;1,100.0;0.0,2.91;2.82,51.57;45.15,54.17;52.08,0.0;0.0,46fa0c7f-d7b5-4ea9-a005-e15733204a25;33cf7986-076e-489e-836d-622563a2f646,false;false,17:15.3,1,4/10/2017
6.41,0,Canon_EOS_650D_0,1,0.66,0.45,14,22,9C704F,50.94,13.31,25.17,19,8.03E+30,34.37,26.6,26.39,13,432216,17.44,14.44,14.93,10,DF916A,67.26,25.42,32.78,7,2A241D,14.64,1.39,5.72,5,53544B,35.38,-2.26,5.12,4,B85635,48.39,37.33,37.45,3,48836E,50.38,-24.57,5.39,1,89331E,33.52,35.52,31.65,4,B85635,48.39,37.33,37.45,0.49,1420196763,70.95,-0.99,1,1.82,0,1.35,1,90.7,80.82,720,\N,1,70138577976,7.03;85.65;38.65,6.74;50.1;23.73,56.84;0.0;76.46,12.3;0.0;16.25,0,3456,5184,72863332021,72863332021,2,0.66,0,1,Success,1.4202E+12,85.67,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863332021/medium/1491812032/enhance,21011995998,15,1080,1420196763,785BEA01C8A61820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29:03.7,1,4/10/2017
4.72,0,Canon_PowerShot_SX210_IS_0,1,0.81,0.24,7,30,727650,48.4,-8.2,20.48,17,C2DCF0,86.48,-4.45,-12.66,16,2D2A21,17.1,-0.52,6.39,12,907959,52.2,4.12,20.88,10,CAB28B,73.71,2.82,23.13,5,533B2D,27.18,8.51,12.83,3,A8AFAC,70.85,-3.03,0.67,2,7E877C,55.3,-5.49,4.77,0,BE4733,46.57,46.71,36.78,0,0,0,0,0,0.35,1394587460,99.54,-0.96,1,1.73,4.89,0.65,1,99.84,99.04,720,18,0.04,70138577976,37.44;24.96,38.67;12.89,55.37;24.02,62.91;55.11,1.5,2432,4320,72863329850,72863329850,4,0.37,1,0,Success,1.39459E+12,98.36,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329850/medium/1491811319/enhance,21011995998,15,1278,1394587460,F21A09A55A0D96D2,0.0;0.0;0.0,50;54;43,111;1000;1000,1.8;-1.24;2.69,0.0;0.0;0.0,;false;false,43.0;0.0;0.0,5.06;5.0;4.44,0;0;0,0;0;0,46.47;40.61;52.74,56.29;54.44;60.28,46.36;40.38;52.97,58.13;56.94;62.36,45.74;39.67;52.39,58.13;56.74;62.57,45.12;38.97;51.8,58.13;56.53;62.78,0.0;54.9;43.7,45.77;0.0;0.0,57.51;0.0;0.0,0;0;0,0.0;0.0;0.0,0;0;0,45.28;39.2;51.56,56.29;54.03;60.69,7.3;0.76;4.69,0;0;0,1000002;1000003;0,0.0;9.462;-11.31,1;1;1,100.0;0.0;0.0,2.85;2.82;2.5,44.45;38.42;51.02,54.82;52.5;58.89,0.0;0.0;0.0,7ec656ad-00dc-4dc0-87ab-81ac253a6be9;1db6768a-fcf0-428a-bbc2-35ae26655507;0238b978-42c5-49d8-9cb2-d4fe9faffaa1,false;false;false,17:15.2,1,4/10/2017
3.21,0,Canon_EOS_650D_0,1,0.79,0.31,50,25,7F8545,53.73,-12.27,33.54,15,535A32,36.71,-9.92,22.15,13,BECDE7,82.04,0.25,-14.55,11,2B301D,18.87,-6.2,11.47,8,A1ADC1,70.4,0,-11.62,6,A6ACAA,69.83,-2.49,0.28,4,AEAD6E,69.48,-9.33,32.53,4,808884,55.95,-3.74,1.12,0,BE6A3B,53.57,29.54,40.33,1,8F4F2D,40.61,23.76,31.36,0.19,1437853761,50,-0.96,1,2,0,1.37,-1.72,50,50,720,30,0.97,70138577976,72.47,95.51,4.69,27.67,0,3456,5184,72863325212,72863325212,1,0.46,1,0,Success,1.43785E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863325212/medium/1491810517/enhance,21011995998,15,1080,1437853761,7D62201840480088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:14.4,1,4/10/2017
-1.23,0,Canon_PowerShot_SX210_IS_0,1,0.79,\N,7,18,BBBDB9,76.35,-1.43,1.76,16,878A87,57.15,-1.69,1.21,15,565858,37.23,-0.79,-0.28,14,FBFCFC,98.89,-0.32,-0.13,12,26292D,16.44,-0.3,-3.07,8,DAE6F2,90.74,-1.69,-7.2,4,F1F7FA,96.87,-1.43,-2.14,3,684B45,34.81,11.38,8.4,0,0,0,0,0,0,0,0,0,0,0,1367981319,97.66,-0.95,1,0.41,4.69,2,-3.72,99.06,94.8,1278,21,1,70138577976,,,,,0,4320,2432,72863323783,72863323783,3,0.08,1,1,Success,1.36798E+12,96.36,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863323783/medium/1491809943/enhance,21011995998,15,720,1367981319,705395B7582A6654,-2.94,100,1111,3.91,0,,53,7.38,0,100,52.83,34.58,51.82,38.68,49.58,38.68,47.35,38.68,91.8,49.45,36.53,0,0,77,46.32,34.63,4.48,0,0,-1.219,1,1.111,13.1,43.01,32.61,0,994f0b4b-916d-4dd3-b641-85ef3d16f660,FALSE,54:14.8,1,4/10/2017
5.37,0,Canon_EOS_650D_0,1,0.88,0.22,10,24,2D1615,10.45,11.52,5.73,23,924C1B,40.18,25.85,40.34,12,B0585F,48.31,36.46,12.7,11,7D3339,31.86,32.7,12.46,7,C8844A,61.02,20.5,41.45,5,F0B570,77.72,13.64,43.19,4,534229,29.15,3.55,17.95,3,AC915F,61.52,3.25,30.25,18,90450E,38.23,28.47,43.86,0,962B1B,34.58,43.75,35.17,0.42,1420233925,81.72,-0.99,1,1.98,5.65,4.48,0.09,91.35,82.99,720,\N,0.88,70138577976,52.71;11.42,42.19;5.57,22.27;80.57,11.42;60.18,-1.5,3456,5184,72863332210,72863332210,2,0.78,0,0,Success,1.42023E+12,37.41,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863332210/medium/1491812111/enhance,21011995998,15,1080,1420233925,C967362F5EC7C59B,-3,50,111,3.91,0,,24.71,39.79,0,100,41,31.32,42.47,46.35,39.06,46.35,35.66,46.35,0,35.77,37.51,0,0,94,29.17,36.05,4.86,0,0,-14.88,1,22.22,26.52,22.28,20.64,0,e3341257-7482-47f0-9e94-3463807be876,TRUE,31:24.4,1,4/10/2017
3.98,0,Canon_EOS_650D_0,1,0.74,\N,50,23,6E6F6C,46.67,-0.99,1.53,15,403F3B,26.62,-0.44,2.6,10,DDAE8C,74.53,12.56,24,10,6.24E+43,34.86,6.26,10.87,10,211E1C,11.52,0.97,1.88,8,D8E6F1,90.57,-2.53,-6.94,7,A29E99,65.31,0.53,3.11,4,DDD9CA,86.63,-1.21,7.86,0,0,0,0,0,0,0,0,0,0,0.39,1437758350,50,-0.99,1,1.81,0,1.38,0.41,50,50,720,4,0.08,70138577976,83.89;40.85;100.2,16.11;46.29;16.7,53.03;15.82;69.14,16.25;0.0;0.0,1.5,3456,5184,72863324967,72863324967,1,0.28,1,1,Success,1.43776E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863324967/medium/1491810407/enhance,21011995998,15,1080,1437758350,FB7B1D8265D91A86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:02.4,1,4/10/2017
5.61,0,Canon_EOS_650D_0,1,0.72,0.37,33,26,9D4231,40.06,36.77,28.97,18,E5BB8D,78.53,8.91,28.98,17,C3856C,61.19,20.84,23.1,14,3B2D27,19.85,5.35,6.33,8,6E7062,46.69,-3.49,7.53,7,9A9B8A,63.46,-3.47,8.79,6,BBC4CB,78.67,-1.72,-4.58,4,475C53,37.15,-10.09,2.56,1,BE2014,41.26,59.6,47.49,2,9E251C,35.35,48.68,35.91,0.39,1452183014,90.54,-0.99,1,1.64,8.17,2.29,1,82.87,79.85,720,\N,0.7,70138577976,,,,,0,3456,5184,72863324583,72863324583,7,0.5,0,0,Success,1.45218E+12,92.04,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863324583/medium/1491810268/enhance,21011995998,15,1080,1452183014,C593BFDC09FC3E1D,0,100,1111,2.8,0,,2.35,6.73,0,0,40.77,30.83,40.44,34.45,39.73,34.45,39.02,34.45,82.2,39.86,33.38,0,0,0,38.67,31.73,8.3,0,0,-14.62,1,100,4.48,37.43,29.34,0,c5170948-b69d-4ef0-86bc-1aa5e708a9b3,FALSE,00:45.4,1,4/10/2017
4.99,0,Canon_EOS_650D_0,1,0.86,\N,50,54,2A2F29,18.74,-3.62,3.11,34,616760,42.89,-3.78,3.14,8,98A099,65.06,-4.21,2.65,2,4C6240,38.97,-15.35,16.74,1,775F57,42.45,8.41,8.26,1,273518,20.22,-12.02,16.36,0,877576,50.9,7.16,2.02,0,E6ECF1,93.09,-1.07,-3.12,0,0,0,0,0,0,0,0,0,0,0.49,1418314431,50,-0.99,1,1.44,0,1.14,1,50,50,720,\N,0.93,70138577976,34.26;18.01;13.18,67.97;9.67;6.45,8.5;43.95;28.71,47.44;21.08;8.35,1.5,3456,5184,72863330355,72863330355,1,0.13,0,1,Success,1.41831E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863330355/medium/1491811469/enhance,21011995998,15,1080,1418314431,97E564844FABB959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19:41.1,1,4/10/2017
2.91,0,Canon_PowerShot_SX210_IS_0,1,0.79,\N,18,38,4E4F4B,33.39,-1.26,2.21,19,F9FBFC,98.5,-0.48,-0.72,10,715F50,41.65,4.76,11.29,9,201E1B,11.38,0.26,2.4,8,83837F,54.65,-0.78,2.15,6,544435,30.1,4.35,11.67,3,D9DFE3,88.48,-1.27,-2.66,2,ADADAB,70.67,-0.37,1.02,0,756D24,45.42,-6.33,40.3,0,5F6E22,43.8,-17.21,38.91,0.43,1367980385,70.85,-0.95,1,0.28,5.54,1.15,1,94.42,83.13,720,47,0.02,70138577976,15.6;23.4;5.2;4.16,16.41;9.08;8.2;7.62,21.97;19.04;61.23;61.52,48.87;64.99;53.55;68.63,0.99,2432,4320,72863323505,72863323505,2,0.18,1,1,Success,1.36798E+12,91.95,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863323505/medium/1491809832/enhance,21011995998,15,1278,1367980385,48CCC6262652D08A,0.0;-2.0;0.0,100;100;50,1111;1111;1,2.8;2.84;3.25,0.0;0.0;-2.52,;;false,3.0;27.0;0.0,5.13;7.46;9.11,0;0;0,0;100;0,18.54;29.78;52.36,70.56;65.98;73.08,17.86;29.28;51.45,73.68;69.69;76.94,17.37;28.64;51.45,73.68;69.69;76.94,16.87;27.99;51.45,73.68;69.69;76.94,54.2;95.8;0.0,17.86;28.7;50.7,72.3;67.84;74.27,0;0;-20,0.0;0.0;-1.0,0;0;0,17.17;27.95;52.36,70.69;65.83;73.08,7.26;5.98;1.72,0;0;0,0;0;0,-3.366;2.386;0.0,1;1;1,47.78;82.22;0.0,2.89;4.2;5.13,16.33;26.75;50.27,69.19;63.57;70.97,0.0;0.0;90.0,a8cc3e98-65b0-4d48-80d1-5bd29e07fe9b;03ca3a1b-b57d-4034-bc78-453213ba162a;5dafd87d-c39c-40a9-b3ad-692eaff78d7e,false;false;false,54:14.2,1,4/10/2017
6.01,0,Canon_PowerShot_SX210_IS_0,1,0.83,0.41,17,21,474333,28.36,-1.36,10.35,21,A8CEF2,81.22,-4.33,-21.8,16,6D7253,46.86,-7.6,16.59,12,A09472,61.54,-1.04,19.62,8,B8CBD9,80.69,-3.55,-9.13,7,B6916A,62.71,8.65,25.98,6,796247,43.15,5.23,18.86,5,D5BB96,77.21,3.76,22.17,0,0,0,0,0,0,0,0,0,0,0.32,1394587415,94.67,-0.94,1,1.93,0,1.37,1,70.97,67.92,720,34,0.99,70138577976,20.8;62.91;44.19,17.87;54.49;24.02,77.34;0.0;76.17,69.15;20.8;17.68,0.58,2432,4320,72863329743,72863329743,2,0.35,1,0,Success,1.39459E+12,97.92,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329743/medium/1491811284/enhance,21011995998,15,1278,1394587415,623438C93542CDE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:15.5,1,4/10/2017
5.39,0,Canon_EOS_650D_0,1,0.85,0.46,18,34,7A422D,34.44,22.08,23.26,20,B56048,50.28,32.11,28.99,20,E49869,69.45,23.6,36.22,12,BBB9B6,75.23,0.16,1.76,10,8D8B85,57.87,-0.4,3.46,2,4C1C11,17.49,21.92,18.57,1,A3CFDA,80.45,-11.89,-10.17,1,232325,13.79,0.5,-1.34,3,7C2706,28.77,35.51,38.11,3,882C07,31.92,37.78,41.06,0.23,1437868155,31.21,-0.99,1,1.86,0,1.31,0.11,71.48,61.07,1080,\N,0.98,70138577976,77.64,100.2,0,11.13,0,5184,3456,72863328373,72863328373,2,0.75,0,1,Success,1.43787E+12,76.5,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863328373/medium/1491810887/enhance,21011995998,15,720,1437868155,38B9B54A38B55A9C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:15.3,1,4/10/2017
4.25,1,Canon_EOS_650D_0,1,0.82,0.46,12,38,61747C,47.61,-5.1,-6.74,19,8C9D7F,62.69,-11.73,13.71,10,5C7155,45.28,-13.59,13.04,8,879BA6,62.8,-4.62,-8.11,6,363C46,25.13,0.07,-6.97,4,88A76A,64.89,-21.73,28.14,3,95B0D6,71.07,-0.45,-22.22,3,3A4B39,29.98,-10.84,8.58,0,0,0,0,0,0,0,0,0,0,0.23,1437867488,68.36,-0.92,1,1.68,0,1.2,-1.37,94.38,85.94,720,10,0.98,70138577976,43.48;24.6;11.42,10.25;13.48;8.2,56.25;40.14;47.46,23.28;38.65;24.6,1.45,3456,5184,72863328214,72863328214,1,0.26,1,1,Success,1.43787E+12,71.42,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863328214/medium/1491810846/enhance,21011995998,15,1080,1437867488,7B662881505089AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:15.1,1,4/10/2017
6.24,0,Canon_PowerShot_SX210_IS_0,1,0.79,0.76,13,21,70765D,48.5,-7,13.04,19,7DAFE4,69.91,-2.64,-31.78,13,4E513E,33.67,-4.99,10.8,9,898D5D,57.23,-9.5,25.16,7,AE9E6F,65.44,-1.19,26.71,7,CFA977,71.54,7.27,31.01,7,333225,20.51,-2.23,8.46,3,7CA0BA,64.14,-5.95,-17.41,0,6A2827,25.95,29.47,15.78,0,0,0,0,0,0.31,1394584586,92.35,-0.95,1,1.73,0,1.28,1,87.13,76.28,1278,25,1,70138577976,19.34;9.67;10.55,35.36;20.8;9.36,49.91;17.16;46.27,74.12;20.21;24.9,1.25,4320,2432,72863329570,72863329570,1,0.44,1,0,Success,1.39458E+12,97.49,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329570/medium/1491811230/enhance,21011995998,15,720,1394584586,73581E49B95268A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:21.8,1,4/10/2017
0.29,0,Canon_PowerShot_SX210_IS_0,1,0.75,\N,10,24,7B7859,49.94,-4.23,17.48,24,443E2F,26.39,-0.24,10.18,13,A8A885,68.04,-5.96,18.14,7,AE9F6A,65.62,-2.34,29.66,5,CDBD89,76.79,-2.08,28.38,5,1C1C1A,10.2,-0.49,1.38,5,AD785B,55.15,17.23,24.21,4,DADBD3,87.13,-1.76,3.8,0,81251E,29.62,38.99,26.98,0,EE6039,58.82,52.74,49.14,0,1394587529,93.35,-0.98,1,1.62,8.68,2.87,-3.72,95.21,80.79,720,11,1,70138577976,,,,,0,2432,4320,72863329857,72863329857,6,0.39,1,1,Success,1.39459E+12,95.24,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329857/medium/1491811321/enhance,21011995998,15,1278,1394587529,FF04B46695DB7591,0.0;0.0;0.0,40;52;50,101;111;111,2.52;3.54;3.52,0.0;0.0;0.0,;;,10.0;25.0;3.0,9.49;9.99;8.2,0;0;0,0;0;0,49.09;65.79;74.83,28.85;24.74;22.67,48.74;65.94;74.63,32.04;29.28;27.32,47.71;64.8;73.92,32.04;29.28;27.32,46.69;63.66;73.21,32.04;29.28;27.32,0.0;0.0;0.0,47.91;64.74;73.52,31.05;27.58;25.77,0;0;0,0.0;0.0;0.0,0;0;0,46.8;63.07;72.83,28.21;25.14;23.03,7.6;8.64;8.09,0;0;0,0;0;0,9.782;-5.042;-6.582,1;1;1,78.89;80.0;53.33,5.35;5.63;4.62,45.3;62.0;71.34,26.08;22.32;21.36,0.0;0.0;0.0,d392b0e3-0b2a-4614-a66c-7f99d11f4846;9ee04b35-f6c2-4f09-a2ec-816a151c2c91;0043788b-8b92-4371-a5f5-8cf531b57d74,true;true;false,17:15.4,1,4/10/2017
4.4,0,Canon_EOS_650D_0,1,0.68,0.4,19,17,414B57,31.45,-0.93,-8.43,15,2C5B89,37.52,-0.35,-30.3,14,113762,22.77,3.89,-29.25,13,1B2329,13.2,-1.77,-5.17,9,818E9B,58.4,-1.85,-8.48,8,606C77,45,-1.96,-7.65,5,A6B8CC,74.03,-1.95,-12.18,5,74B94E,68.72,-40.92,46.69,7,083B71,24.86,6.66,-35.57,10,1C5A92,37.18,1.38,-36.34,0.46,1420194437,66.58,-0.99,1,1.93,6.1,2.73,-1.06,88.12,76.13,720,12,0.99,70138577976,25.04;13.62;10.1;10.1,8.5;13.77;12.3;8.5,32.81;45.7;9.38;22.56,53.15;64.13;54.47;50.51,1.09,3456,5184,72863331927,72863331927,1,0.69,1,1,Success,1.42019E+12,80.75,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331927/medium/1491811995/enhance,21011995998,15,1080,1420194437,921B498B768B29EC,0,107,1111,3.62,-1.36,,66,12.74,0,0,35.43,37.9,34.91,45.64,33.53,45.64,32.16,45.64,98.7,33.66,42.64,0,0,0,31.41,38.36,5.85,0,0,-5.315,1,22.22,8.49,29.18,34.81,0,55cf48c3-d59c-4379-93a5-f0573a701c6c,FALSE,28:29.1,1,4/10/2017
